Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/image,26624,0,110.0,119.39789520879631,99.33704800000243,2185.011538,10568.0,89.16526910547817,0.0,110,110,110,110,110,140,310,380,1700,2100,2200
,Aggregated,26624,0,110.0,119.39789520879631,99.33704800000243,2185.011538,10568.0,89.16526910547817,0.0,110,110,110,110,110,140,310,380,1700,2100,2200
