Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/delay/2,9400,0,2100.0,2156.9446128534014,2098.3202309999883,3394.6131189999996,390.0,31.613906618903936,0.0,2100,2100,2200,2200,2200,2300,2400,3200,3300,3400,3400
,Aggregated,9400,0,2100.0,2156.9446128534014,2098.3202309999883,3394.6131189999996,390.0,31.613906618903936,0.0,2100,2100,2200,2200,2200,2300,2400,3200,3300,3400,3400
