Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/delay/2,47089,7,2100.0,2171.6751952812274,104.1966079999952,7811.980115,389.9601605470492,157.18459114909538,0.023366224342068587,2100,2100,2100,2100,2200,2300,2400,5400,7400,7800,7800
,Aggregated,47089,7,2100.0,2171.6751952812274,104.1966079999952,7811.980115,389.9601605470492,157.18459114909538,0.023366224342068587,2100,2100,2100,2100,2200,2300,2400,5400,7400,7800,7800
