Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/stream/20,59114,0,480.0,517.1589616406109,3.860420000002307,4549.517163999999,4850.0,329.5257756988622,0.0,480,640,740,800,950,1100,1300,1400,4100,4500,4500
,Aggregated,59114,0,480.0,517.1589616406109,3.860420000002307,4549.517163999999,4850.0,329.5257756988622,0.0,480,640,740,800,950,1100,1300,1400,4100,4500,4500
