Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/stream/20,17591,0,7,23.88435993394373,2.9800570000020343,1260.1529059999982,4850.0,97.97338451394201,0.0,7,10,13,16,34,78,180,480,1000,1300,1300
,Aggregated,17591,0,7,23.88435993394373,2.9800570000020343,1260.1529059999982,4850.0,97.97338451394201,0.0,7,10,13,16,34,78,180,480,1000,1300,1300
