Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/get,233745,29,970.0,1129.424952731386,94.42682899999966,37338.810406,308.9767995037327,778.5264005086144,0.09658929865772452,970,1000,1100,1100,1300,1500,1700,1900,33000,36000,37000
,Aggregated,233745,29,970.0,1129.424952731386,94.42682899999966,37338.810406,308.9767995037327,778.5264005086144,0.09658929865772452,970,1000,1100,1100,1300,1500,1700,1900,33000,36000,37000
