Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/response-headers?modelo=avaliacao,189107,14,2600.0,4835.920239762096,329.2900799999998,298394.34971700003,94.00207290052721,627.8915769360502,0.04648417074515857,2600,3000,3400,3600,4200,4400,15000,76000,271000,296000,298000
,Aggregated,189107,14,2600.0,4835.920239762096,329.2900799999998,298394.34971700003,94.00207290052721,627.8915769360502,0.04648417074515857,2600,3000,3400,3600,4200,4400,15000,76000,271000,296000,298000
