Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/get,198893,19,2800.0,4740.082524130821,300.06926499999764,297476.46734200005,308.98213612344324,659.7190009506261,0.06302213259421847,2800,3100,3300,3500,3900,4100,14000,61000,268000,296000,297000
,Aggregated,198893,19,2800.0,4740.082524130821,300.06926499999764,297476.46734200005,308.98213612344324,659.7190009506261,0.06302213259421847,2800,3100,3300,3500,3900,4100,14000,61000,268000,296000,297000
