Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/response-headers?modelo=avaliacao,221609,26,1100.0,1222.8321784855982,94.1649840000025,42539.873429,94.00328506513725,738.1896242923568,0.08660717855141839,1100,1100,1200,1200,1400,1600,1800,2100,36000,42000,43000
,Aggregated,221609,26,1100.0,1222.8321784855982,94.1649840000025,42539.873429,94.00328506513725,738.1896242923568,0.08660717855141839,1100,1100,1200,1200,1400,1600,1800,2100,36000,42000,43000
