Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/get,223756,26,200.0,279.5888402862217,93.79567600001337,16867.890085,308.97827097373926,746.926789142037,0.08679140008622323,200,260,300,330,400,500,670,960,13000,17000,17000
,Aggregated,223756,26,200.0,279.5888402862217,93.79567600001337,16867.890085,308.97827097373926,746.926789142037,0.08679140008622323,200,260,300,330,400,500,670,960,13000,17000,17000
