Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/get,53500,0,100.0,118.70212035175621,96.76391699999698,1953.511378,312.0,178.5989714608802,0.0,100,110,110,110,110,140,290,360,1900,1900,2000
,Aggregated,53500,0,100.0,118.70212035175621,96.76391699999698,1953.511378,312.0,178.5989714608802,0.0,100,110,110,110,110,140,290,360,1900,1900,2000
